month adjasted,100<,100-155,155-210,210>,season,Date,Grower,Pepper Kind
6,0.000490436,0.00980873,0.14811182,0.841589014,1,20-02-18,occasional,Red
6,0.000484574,0.014698756,0.15296398,0.831852689,1,20-02-18,Green Lotan,Red
6,0.000256641,0.017579879,0.238547414,0.743616066,1,20-02-18,Green Lotan,Red
6,0.00028547,0.009420497,0.146731373,0.843562661,1,20-02-18,Green Lotan,Red
6,0.000544811,0.010896214,0.133206211,0.855352765,1,20-02-18,Green zofar,Red
6,0.000310559,0.017701863,0.244409938,0.73757764,1,20-02-18,occasional,Red
6,0.000905114,0.018102278,0.145421632,0.835570976,1,20-02-18,Green Lotan,Red
6,4.97E-05,0.023347077,0.237941483,0.738661765,1,20-02-18,Green Lotan,Red
6,0.000283607,0.008508225,0.187748157,0.803460011,1,20-02-18,Erez Gvori,Orange
6,0.000414766,0.015553712,0.209456657,0.774574865,1,20-02-18,occasional,Red
6,0.000165017,0.021452145,0.259405941,0.718976898,1,20-02-18,Green Lotan,Red
6,0.001042555,0.013268884,0.132688845,0.852999716,1,20-02-18,Green Lotan,Red
6,0.001049318,0.012591815,0.2090766,0.777282267,1,21-02-18,Erez Gvori,Orange
6,0.000673098,0.008974647,0.142023783,0.848328472,1,21-02-18,Green Lotan,Red
6,0.000697593,0.00837112,0.198814091,0.792117196,1,21-02-18,Green Lotan,Red
6,3.17E-05,0.007296723,0.207480727,0.785190825,1,21-02-18,occasional,Red
6,0.00025025,0.006506507,0.137137137,0.856106106,1,21-02-18,Green Lotan,Red
6,6.02E-05,0.00722848,0.138545871,0.854165412,1,21-02-18,Erez Gvori,Red
6,0.000499667,0.01332445,0.239840107,0.746335776,1,21-02-18,Green Lotan,Red
6,9.48E-05,0.004738887,0.13079329,0.864373045,1,21-02-18,Green Lotan,Red
6,0.000935454,0.109448082,0.531337699,0.358278765,1,21-02-18,Green zofar,Yellow
6,0.000582751,0.011072261,0.202564103,0.785780886,1,21-02-18,Green zofar,Yellow
6,0.000507357,0.012683917,0.183155758,0.803652968,1,21-02-18,Erez Gvori,Orange
6,0.000598444,0.01336525,0.20566527,0.780371035,1,21-02-18,occasional,Red
6,0.000610687,0.007633588,0.111450382,0.880305344,1,21-02-18,Erez Gvori,Red
6,0.00028401,0.01306447,0.176512354,0.810139165,1,22-02-18,Green Lotan,Red
6,0.000627431,0.016187727,0.172920065,0.810264776,1,22-02-18,Green Lotan,Red
6,2.79E-05,0.005023583,0.162429181,0.832519327,1,22-02-18,Green zofar,Yellow
6,0.001103212,0.021328757,0.178842854,0.798725178,1,22-02-18,Green Lotan,Red
6,0.000272628,0.005997819,0.082333697,0.911395856,1,22-02-18,Erez Gvori,Red
6,0.000507228,0.029926452,0.251585087,0.717981233,1,22-02-18,Green zofar,Yellow
6,0.000537153,0.017009848,0.182452999,0.8,1,22-02-18,Green Lotan,Red
6,6.66E-05,0.027960855,0.273616936,0.698355635,1,22-02-18,Green Lotan,Red
6,0.000876424,0.036809816,0.281332165,0.680981595,1,22-02-18,Green Lotan,Red
6,0.000525486,0.007882291,0.091960063,0.89963216,1,22-02-18,Erez Gvori,Red
6,0.001037344,0.0093361,0.117219917,0.872406639,1,22-02-18,Erez Gvori,Red
6,0.001658375,0.052404643,0.345936982,0.6,1,23-02-18,Green Lotan,Red
6,0.000186254,0.009498976,0.130750605,0.859564165,1,23-02-18,Green Lotan,Red
6,2.94E-05,0.006462795,0.118974178,0.874533651,1,23-02-18,Green Lotan,Red
6,0.000592417,0.035347551,0.326816746,0.637243286,1,23-02-18,Green Lotan,Red
6,0.00061237,0.082057563,0.432333129,0.484996938,1,23-02-18,Green zofar,Orange
6,0.001184834,0.023696682,0.226303318,0.748815166,1,23-02-18,Green zofar,Yellow
6,0.001258389,0.083892617,0.425755034,0.48909396,1,23-02-18,Green zofar,Yellow
6,0.000544959,0.014713896,0.155313351,0.829427793,1,23-02-18,Erez Gvori,Red
6,2.88E-05,0.005472193,0.059330088,0.935168918,1,25-02-18,Erez Gvori,Red
6,0.000448632,0.01076716,0.162404666,0.826379542,1,25-02-18,Erez Gvori,Red
6,0.00037092,0.029673591,0.261498516,0.708456973,1,25-02-18,Nisim Saban 38,Red
6,2.73E-05,0.009279223,0.107256898,0.883436587,1,25-02-18,Green Lotan,Red
6,0.000531632,0.01010101,0.102073365,0.887293993,1,25-02-18,Green Lotan,Red
6,8.18E-05,0.026184437,0.282300957,0.69143278,1,25-02-18,Green Lotan,Red
6,0.000714286,0.033571429,0.324285714,0.641428571,1,25-02-18,Green Lotan,Red
6,0.000257666,0.010306622,0.099458902,0.88997681,1,25-02-18,Erez Gvori,Red
6,0.001500938,0.081425891,0.438273921,0.47879925,1,25-02-18,Green zofar,Yellow
6,0.000348189,0.024373259,0.305013928,0.670264624,1,25-02-18,Green zofar,Orange
6,0.001228933,0.048279494,0.269662921,0.680828652,1,25-02-18,Nisim Saban 38,Red
6,0.001347709,0.040431267,0.345013477,0.613207547,1,25-02-18,Green zofar,Orange
6,0.000893655,0.019660411,0.285075961,0.694369973,1,25-02-18,Green zofar,Yellow
6,0.00079639,0.031059198,0.316963101,0.651181311,1,25-02-18,Erez Gvori,Red
6,0.000454959,0.009099181,0.16833485,0.82211101,1,25-02-18,Green Lotan,Red
6,0.000733138,0.032258065,0.276392962,0.690615836,1,25-02-18,Green Lotan,Red
6,0.002932099,0.07654321,0.429320988,0.491203704,1,26-02-18,Green Lotan,Red
6,0.000316056,0.018015171,0.162452592,0.819216182,1,26-02-18,Green Lotan,Red
6,0.001716738,0.048927039,0.310729614,0.638626609,1,26-02-18,Green Lotan,Red
6,0.001286587,0.061756192,0.318108717,0.618848504,1,26-02-18,Nisim Saban 38,Red
6,0.004424779,0.093205824,0.465172709,0.437196689,1,26-02-18,Green Lotan,Red
6,0.001204819,0.051807229,0.359638554,0.587349398,1,26-02-18,Erez Gvori,Red
6,0.000880669,0.040070454,0.278291502,0.680757376,1,26-02-18,Erez Gvori,Red
6,0.002145923,0.036480687,0.192060086,0.769313305,1,26-02-18,Nisim Saban 38,Red
6,0.001745201,0.089005236,0.413612565,0.495636998,1,26-02-18,Nisim Saban 38,Yellow
6,0.001457726,0.039358601,0.288629738,0.670553936,1,26-02-18,Green zofar,Yellow
6,0.001306848,0.042341871,0.327496079,0.628855201,1,26-02-18,Green zofar,Yellow
6,0.000669344,0.01717983,0.201472557,0.780678269,1,26-02-18,Green zofar,Orange
6,0.00111142,0.03195332,0.17532648,0.79160878,1,26-02-18,Nisim Saban 38,Red
6,0.001011122,0.024519717,0.194641052,0.779828109,1,26-02-18,Erez Gvori,Red
6,0.002753737,0.089299764,0.514555468,0.393391031,1,26-02-18,Green Lotan,Red
6,0.000877193,0.012280702,0.113157895,0.873684211,1,26-02-18,Green Lotan,Red
6,0.001321004,0.035226772,0.307353589,0.656098635,1,26-02-18,Green Lotan,Red
6,0.002548726,0.056521739,0.31994003,0.620989505,1,27-02-18,Green Lotan,Red
6,0.007237766,0.107270174,0.496921249,0.388570811,1,27-02-18,Green Lotan,Red
6,0.005317485,0.083828589,0.34813888,0.562715045,1,27-02-18,Green Lotan,Red
6,0.001466772,0.041069615,0.248110121,0.709353492,1,27-02-18,Green zofar,Red
6,0.000711238,0.02311522,0.173186344,0.802987198,1,27-02-18,Erez Gvori,Red
6,0.002304772,0.059788503,0.360629067,0.577277657,1,27-02-18,Green Lotan,Red
6,0.001627781,0.026044493,0.23223006,0.740097667,1,27-02-18,Green zofar,Yellow
6,0.000772201,0.032432432,0.261003861,0.705791506,1,27-02-18,Green zofar,Yellow
6,0.001011122,0.021233569,0.212335693,0.765419616,1,27-02-18,Green zofar,Yellow
6,0.004263256,0.102318145,0.512390088,0.381028511,1,28-02-18,Green Lotan,Red
6,0.002337055,0.062321475,0.349259932,0.586081537,1,28-02-18,Green Lotan,Red
6,0.00065703,0.012483574,0.115965834,0.870893561,1,28-02-18,Nisim Saban 38,Red
6,0.002070393,0.063492063,0.387853692,0.546583851,1,28-02-18,Green zofar,Yellow
6,0.004461222,0.096774194,0.484042553,0.414722032,1,28-02-18,Green Lotan,Red
6,0.003898635,0.071150097,0.337231969,0.587719298,1,28-02-18,Green Lotan,Red
6,0.005046008,0.092905907,0.486494509,0.415553577,1,28-02-18,Green zofar,Orange
6,0.001014713,0.034753932,0.286910198,0.677321157,1,28-02-18,Green zofar,Orange
6,0.003664921,0.071204188,0.453926702,0.471204188,1,28-02-18,Green zofar,Orange
6,0.000700648,0.018917499,0.128218602,0.852163251,1,28-02-18,Nisim Saban 38,Red
6,0.002178649,0.036908881,0.209534794,0.751377675,1,28-02-18,Erez Gvori,Red
6,0.006414702,0.102808599,0.497052705,0.393723994,1,28-02-18,Green Lotan,Red
6,0.005880318,0.059149083,0.255966793,0.679003805,1,28-02-18,Green Lotan,Red
7,0.004110022,0.095953209,0.487669934,0.412266835,1,01-03-18,Green Lotan,Red
7,0.001184834,0.025177725,0.138625592,0.835011848,1,01-03-18,Nisim Saban 38,Red
7,0.001179523,0.035621609,0.201226704,0.761972163,1,01-03-18,Erez Gvori,Red
7,0.002766393,0.046618852,0.250102459,0.700512295,1,01-03-18,Green Lotan,Red
7,0.002925688,0.060854301,0.344938561,0.591281451,1,01-03-18,Green zofar,Yellow
7,0.00131787,0.033473906,0.25224038,0.712967844,1,01-03-18,Green zofar,Yellow
7,0.001067236,0.032194948,0.218605478,0.748132337,1,01-03-18,Amikam Saban 102,Red
7,0.003562945,0.051662708,0.23456057,0.710213777,1,01-03-18,Erez Gvori,Red
7,0.003104213,0.045676275,0.249223947,0.701995565,1,01-03-18,Erez Gvori,Red
7,0.005955398,0.067029904,0.197415104,0.729599595,1,01-03-18,Green Lotan,Red
7,0.001507727,0.041085564,0.318130418,0.639276291,1,01-03-18,Green zofar,Yellow
7,0.000591366,0.020697812,0.223536369,0.755174453,1,01-03-18,Green zofar,Yellow
7,0.000912686,0.02251293,0.202616368,0.773958016,1,02-03-18,Amikam Saban 102,Red
7,0.001066477,0.021448039,0.180827112,0.796658372,1,02-03-18,Green Lotan,Red
7,0.00127421,0.02930683,0.206422018,0.762996942,1,02-03-18,Erez Gvori,Red
7,0.002016581,0.041227874,0.252296661,0.704458884,1,02-03-18,Erez Gvori,Red
7,0.001984127,0.058333333,0.408730159,0.530952381,1,02-03-18,Green zofar,Yellow
7,0.001885903,0.071192834,0.501650165,0.425271099,1,02-03-18,Green zofar,Orange
7,0.000863061,0.022151899,0.18872267,0.788262371,1,04-03-18,Amikam Saban 102,Red
7,0.000504711,0.013795424,0.180349933,0.805349933,1,04-03-18,Green zofar,Yellow
7,0.001983471,0.045289256,0.237355372,0.715371901,1,04-03-18,Green Lotan,Red
7,0.00083426,0.026696329,0.201612903,0.770856507,1,04-03-18,Green Lotan,Red
7,0.000719424,0.030935252,0.279856115,0.688489209,1,04-03-18,Green Lotan,Red
7,0.001553197,0.047113642,0.262231426,0.689101734,1,04-03-18,Erez Gvori,Red
7,0.00081182,0.019970774,0.192726092,0.786491314,1,04-03-18,Amikam Saban 102,Red
7,0.001998002,0.04045954,0.362637363,0.594905095,1,04-03-18,Erez Gvori,Orange
7,0.000472925,0.014424214,0.19886498,0.786237881,1,04-03-18,Green zofar,Yellow
7,0.001516684,0.026794742,0.287158746,0.684529828,1,04-03-18,Green Lotan,Red
7,0.000906002,0.02785957,0.245753114,0.725481314,1,04-03-18,Green Lotan,Red
7,0.001029689,0.025913849,0.235798867,0.737257594,1,04-03-18,Green Lotan,Red
7,0.001015486,0.017009393,0.23889312,0.743082001,1,05-03-18,Green Lotan,Red
7,0.000847697,0.02034473,0.231703871,0.747103702,1,05-03-18,Amikam Saban 102,Red
7,0.000894988,0.025357995,0.247911695,0.725835322,1,05-03-18,Green Lotan,Red
7,0.000809717,0.012145749,0.208906883,0.778137652,1,05-03-18,Green Lotan,Red
7,0.000626959,0.018181818,0.277742947,0.703448276,1,05-03-18,Green Lotan,Red
7,6.74E-05,0.014159531,0.211718697,0.774054346,1,05-03-18,Green Lotan,Red
7,0.000960984,0.024408995,0.292523544,0.682106477,1,05-03-18,Green zofar,Yellow
7,0.00081483,0.016907721,0.301690772,0.680586678,1,05-03-18,Green zofar,Yellow
7,0.001303295,0.035933718,0.454477751,0.508285236,1,05-03-18,Erez Gvori,Orange
7,0.000873744,0.027086064,0.271515946,0.700524246,1,06-03-18,Amikam Saban 102,Red
7,0.000618047,0.025339926,0.23671199,0.737330037,1,06-03-18,Green Lotan,Red
7,0.000745156,0.031669151,0.338301043,0.62928465,1,06-03-18,Green Lotan,Red
7,0.001163806,0.032586558,0.281350015,0.684899622,1,06-03-18,Amikam Saban 102,Red
7,0.000684463,0.023271732,0.22587269,0.750171116,1,06-03-18,Green Lotan,Red
7,0.002352326,0.062728698,0.375588082,0.559330894,1,06-03-18,Green Lotan,Red
7,0.000962696,0.036823105,0.320577617,0.641636582,1,06-03-18,Erez Gvori,Red
7,0.00541028,0.118725579,0.424706943,0.451157199,1,06-03-18,Green zofar,Red
7,0.00198906,0.050223769,0.352560915,0.595226256,1,06-03-18,Green Lotan,Red
7,0.000742207,0.023750619,0.220435428,0.755071747,1,06-03-18,Green Lotan,Red
7,0.000581959,0.02657614,0.267313288,0.705528613,1,06-03-18,Amikam Saban 102,Red
7,0.001415762,0.079754601,0.433223218,0.485606418,1,06-03-18,Green zofar,Red
7,0.001411433,0.016231475,0.263232181,0.719124912,1,06-03-18,Erez Gvori,Red
7,0.003711952,0.13437268,0.592427617,0.269487751,1,06-03-18,Green zofar,Orange
7,0.003581662,0.154011461,0.479942693,0.362464183,1,06-03-18,Green zofar,Orange
7,0.000921234,0.036849378,0.279594657,0.682634731,1,07-03-18,Green Lotan,Red
7,0.000777001,0.028749029,0.303807304,0.666666667,1,07-03-18,Green Lotan,Red
7,0.000908471,0.033840563,0.368158074,0.597092891,1,07-03-18,Green Lotan,Red
7,6.92E-05,0.020081712,0.257599889,0.722249152,1,07-03-18,Erez Gvori,Red
7,0.001117943,0.043320291,0.305757406,0.64980436,1,07-03-18,Erez Gvori,Red
7,0.000910747,0.030661809,0.28202793,0.686399514,1,07-03-18,Amikam Saban 102,Red
7,0.000932546,0.029530619,0.317998135,0.651538701,1,07-03-18,Green Lotan,Red
7,0.001205909,0.031956587,0.30780826,0.659029243,1,07-03-18,Green zofar,Yellow
7,0.001297859,0.094743673,0.59312135,0.310837119,1,07-03-18,Green zofar,Orange
7,0.001956947,0.055353648,0.318702824,0.623986581,1,07-03-18,Erez Gvori,Red
7,0.000569638,0.021076616,0.299629735,0.67872401,1,07-03-18,Amikam Saban 102,Red
7,0.00119976,0.036592681,0.310737852,0.651469706,1,07-03-18,Green Lotan,Red
7,0.001054482,0.04721734,0.332513181,0.619214997,1,08-03-18,Green Lotan,Red
7,0.000325839,0.008797654,0.127403063,0.863473444,1,08-03-18,Nisim Saban 38,Red
7,0.001229508,0.050819672,0.453278689,0.494672131,1,08-03-18,Green zofar,Orange
7,0.00090009,0.023852385,0.292079208,0.683168317,1,08-03-18,Green zofar,Yellow
7,0.001130369,0.037050992,0.353554383,0.608264255,1,08-03-18,Green Lotan,Red
7,0.00039093,0.008795934,0.115910868,0.874902267,1,08-03-18,Nisim Saban 38,Red
7,0.001771872,0.064673311,0.377408638,0.556146179,1,08-03-18,Erez Gvori,Red
7,0.000629327,0.057268722,0.351164254,0.590937697,1,08-03-18,Erez Gvori,Red
7,0.00192926,0.075241158,0.506752412,0.41607717,1,08-03-18,Green zofar,Orange
7,0.002386635,0.054892601,0.332935561,0.609785203,1,08-03-18,Green zofar,Yellow
7,0.002107926,0.056492411,0.344013491,0.597386172,1,08-03-18,Green Lotan,Red
7,0.001363242,0.0498203,0.333746437,0.615070021,1,09-03-18,Green Lotan,Red
7,0.001311906,0.031813709,0.380452607,0.586421778,1,09-03-18,Green Lotan,Red
7,0.001686341,0.015177066,0.220910624,0.76222597,1,09-03-18,Green Lotan,Red
7,0.00013403,0.010722423,0.143412411,0.845731135,1,09-03-18,Green Lotan,Red
7,0.000514227,0.009256085,0.13644155,0.853788138,1,09-03-18,Nisim Saban 38,Red
7,0.001299183,0.039903489,0.303637713,0.655159614,1,09-03-18,Green Lotan,Red
7,0.0010921,0.018565708,0.150345832,0.82999636,1,09-03-18,Green Lotan,Red
7,0.001902588,0.076674277,0.457952816,0.46347032,1,09-03-18,Erez Gvori,Yellow
7,0.001496446,0.033295922,0.30490086,0.660306771,1,09-03-18,Green zofar,Yellow
7,0.001386001,0.054400554,0.45980596,0.484407484,1,09-03-18,Green zofar,Orange
7,0.000320205,0.017931476,0.154658982,0.827089337,1,11-03-18,Nisim Saban 38,Red
7,0.001640958,0.081719724,0.418444372,0.498194946,1,11-03-18,Erez Gvori,Red
7,0.002346729,0.067175125,0.371956586,0.558521561,1,11-03-18,Green Lotan,Red
7,0.001403181,0.065481759,0.430776427,0.502338634,1,11-03-18,Green Lotan,Red
7,7.19E-05,0.029494281,0.213653694,0.756780088,1,11-03-18,Green Lotan,Red
7,0.003481625,0.085880077,0.394970986,0.515667311,1,11-03-18,Green zofar,Red
7,0.002937936,0.092544987,0.524054352,0.380462725,1,11-03-18,Green zofar,Orange
7,0.001470588,0.085294118,0.447058824,0.466176471,1,11-03-18,Green Lotan,Red
7,0.000723197,0.0207919,0.215512566,0.762972338,1,11-03-18,Nisim Saban 38,Red
7,0.001765537,0.073446328,0.350988701,0.573799435,1,11-03-18,Green zofar,Red
7,0.002020882,0.073425396,0.422027619,0.502526103,1,11-03-18,Erez Gvori,Red
7,0.002439024,0.07347561,0.44054878,0.483536585,1,11-03-18,Green Lotan,Red
7,0.001561524,0.064334791,0.423173017,0.510930668,1,11-03-18,Green Lotan,Red
7,0.002645503,0.146825397,0.515873016,0.334656085,1,11-03-18,Erez Gvori,Yellow
7,0.00260492,0.06845152,0.395513748,0.533429812,1,12-03-18,Green Lotan,Red
7,0.001726122,0.048619102,0.377157652,0.572497123,1,12-03-18,Green Lotan,Red
7,0.000636132,0.0206743,0.205788804,0.772900763,1,12-03-18,Nisim Saban 38,Red
7,0.001489869,0.036054827,0.267878427,0.694576877,1,12-03-18,Green zofar,Red
7,0.001692047,0.03891709,0.323181049,0.636209814,1,12-03-18,Erez Gvori,Red
7,0.005374418,0.164815478,0.522035113,0.307774991,1,12-03-18,Erez Gvori,Yellow
7,0.001038961,0.028831169,0.31974026,0.65038961,1,12-03-18,Nisim Saban 38,Red
7,0.001283697,0.030808729,0.301668806,0.666238768,1,12-03-18,Green zofar,Red
7,0.005042402,0.104744442,0.472839789,0.417373367,1,12-03-18,Green Lotan,Red
7,0.006338553,0.178225205,0.532065623,0.283370619,1,12-03-18,Erez Gvori,Yellow
7,0.007741935,0.183225806,0.521290323,0.287741935,1,12-03-18,Erez Gvori,Yellow
7,0.005488474,0.115257958,0.455543359,0.423710209,1,12-03-18,Green Lotan,Red
7,0.003046373,0.111249013,0.446575652,0.439128963,1,13-03-18,Green Lotan,Red
7,0.003163556,0.102815565,0.541284404,0.352736476,1,13-03-18,Green Lotan,Red
7,0.000652955,0.024159321,0.291544238,0.683643487,1,13-03-18,Nisim Saban 38,Red
7,0.000877706,0.016968988,0.202457578,0.779695728,1,13-03-18,Green zofar,Red
7,0.001428571,0.03,0.345714286,0.622857143,1,13-03-18,Green zofar,Yellow
7,0.00201671,0.080380294,0.487467589,0.430135408,1,13-03-18,Erez Gvori,Yellow
7,0.001018589,0.024955437,0.341482047,0.632543927,1,13-03-18,Nisim Saban 38,Red
7,0.000862441,0.014661492,0.171625701,0.812850367,1,13-03-18,Green zofar,Red
7,0.003245875,0.108466324,0.436299702,0.451988098,1,13-03-18,Green Lotan,Red
7,0.00332161,0.107659242,0.558812036,0.330207112,1,13-03-18,Green Lotan,Red
7,0.00044843,0.00941704,0.161434978,0.828699552,1,13-03-18,Green zofar,Yellow
7,0.001730104,0.049307958,0.448096886,0.500865052,1,13-03-18,Erez Gvori,Yellow
7,0.000587544,0.010282021,0.140716804,0.848413631,1,14-03-18,Erez Gvori,Red
7,0.001980758,0.080928127,0.435483871,0.481607244,1,14-03-18,Green Lotan,Red
7,0.002328676,0.085163007,0.579174983,0.333333333,1,14-03-18,Green Lotan,Red
7,0.001069805,0.027547473,0.335383792,0.63599893,1,14-03-18,Green zofar,Yellow
7,0.005543823,0.167634636,0.64281943,0.184002112,1,14-03-18,Green zofar,Orange
7,0.001772264,0.061807709,0.388125831,0.548294196,1,14-03-18,Nisim Saban 38,Red
7,0.002386117,0.086550976,0.595010846,0.316052061,1,14-03-18,Green Lotan,Red
7,0.003738318,0.081619938,0.423676012,0.490965732,1,14-03-18,Green Lotan,Red
7,0.004042446,0.101566448,0.453764528,0.440626579,1,14-03-18,Green Lotan,Red
7,0.00083647,0.035968214,0.376829778,0.586365537,1,14-03-18,Green zofar,Yellow
7,0.00084674,0.16088061,0.516511431,0.321761219,1,14-03-18,Nisim Saban 38,Yellow
7,0.002547122,0.050942435,0.355578197,0.590932247,1,15-03-18,Green zofar,Yellow
7,0.000361272,0.012644509,0.153179191,0.833815029,1,15-03-18,Green zofar,Yellow
7,0.003455859,0.065347157,0.365064405,0.566132579,1,15-03-18,Green Lotan,Red
7,0.004545455,0.086868687,0.53989899,0.368686869,1,15-03-18,Green Lotan,Red
7,0.003196931,0.076726343,0.391943734,0.528132992,1,15-03-18,Green Lotan,Red
7,0.001045296,0.025783972,0.22195122,0.751219512,1,15-03-18,Nisim Saban 38,Red
7,0.001002004,0.022044088,0.206162325,0.770791583,1,15-03-18,Green zofar,Red
7,6.95E-05,0.010423181,0.161906747,0.827600584,1,15-03-18,Green zofar,Yellow
7,0.000192641,0.0173377,0.252359854,0.730109805,1,15-03-18,Green zofar,Yellow
7,0.004931314,0.121169426,0.48291652,0.39098274,1,15-03-18,Green Lotan,Red
7,0.002444988,0.063569682,0.432151589,0.501833741,1,15-03-18,Green Lotan,Red
7,0.002272727,0.070454545,0.490909091,0.436363636,1,15-03-18,Green Lotan,Red
7,0.004024145,0.158953722,0.573440644,0.263581489,1,15-03-18,Green zofar,Orange
7,0.005725191,0.110209924,0.44990458,0.434160305,1,16-03-18,Green zofar,Yellow
7,0.001463058,0.01316752,0.206291149,0.779078274,1,16-03-18,Green zofar,Yellow
7,0.00166067,0.057846665,0.448934404,0.491558262,1,16-03-18,Green Lotan,Red
7,0.001682086,0.057611438,0.463835156,0.47687132,1,16-03-18,Green Lotan,Red
7,0.002666667,0.069333333,0.417333333,0.510666667,1,16-03-18,Green Lotan,Red
7,0.001577287,0.050078864,0.440851735,0.507492114,1,16-03-18,Green zofar,Yellow
7,0.004103032,0.079097333,0.545703214,0.371096421,1,16-03-18,Erez Gvori,Orange
7,0.001718951,0.045122475,0.348517404,0.604641169,1,18-03-18,Green zofar,Yellow
7,0.003466205,0.09994223,0.451761987,0.444829578,1,18-03-18,Green Lotan,Red
7,0.002218525,0.059900166,0.389351082,0.548530227,1,18-03-18,Green Lotan,Red
7,0.001364877,0.061419472,0.382165605,0.555050045,1,18-03-18,Green Lotan,Red
7,0.001567398,0.05799373,0.409090909,0.531347962,1,18-03-18,Green Lotan,Red
7,0.001298701,0.057142857,0.396103896,0.545454545,1,18-03-18,Green Lotan,Red
7,0.000666667,0.006,0.095333333,0.898,1,18-03-18,Erez Gvori,Red
7,0.002015316,0.091495365,0.465135026,0.441354293,1,18-03-18,Green zofar,Yellow
7,0.002622378,0.103146853,0.574300699,0.31993007,1,18-03-18,Erez Gvori,Orange
7,0.000725689,0.014876633,0.166908563,0.817489115,1,18-03-18,occasional,Red
7,0.00212766,0.07086743,0.461865794,0.465139116,1,18-03-18,Amikam Saban 102,Red
7,0.000589507,0.014934172,0.1652584,0.819217921,1,18-03-18,Erez Gvori,Red
7,0.003357958,0.088650101,0.452652787,0.455339154,1,18-03-18,Green zofar,Yellow
7,0.001336898,0.034759358,0.307486631,0.656417112,1,18-03-18,Green zofar,Yellow
7,0.00214951,0.054693098,0.394076905,0.549080487,1,19-03-18,Green Lotan,Red
7,0.002035278,0.069199457,0.435549525,0.493215739,1,19-03-18,Green Lotan,Red
7,0.00113701,0.039226833,0.353894258,0.605741899,1,19-03-18,Green Lotan,Red
7,0.002335085,0.072971395,0.479859895,0.444833625,1,19-03-18,Green Lotan,Red
7,0.00204499,0.055214724,0.436946149,0.505794138,1,19-03-18,Amikam Saban 102,Red
7,0.001535312,0.044012282,0.459570113,0.494882293,1,19-03-18,Erez Gvori,Red
7,0.001365498,0.031861629,0.237596723,0.729176149,1,19-03-18,Green Lotan,Red
7,0.001308901,0.037958115,0.388743455,0.571989529,1,19-03-18,Green Lotan,Red
7,0.003504673,0.079049844,0.419003115,0.498442368,1,19-03-18,occasional,Red
7,0.002919708,0.089051095,0.498296837,0.40973236,1,19-03-18,Amikam Saban 102,Red
7,0.005861665,0.228604924,0.613130129,0.152403283,1,19-03-18,Green zofar,Orange
7,0.003857281,0.150916104,0.62367406,0.221552555,1,19-03-18,Green zofar,Orange
7,0.001858736,0.055762082,0.50464684,0.437732342,1,19-03-18,Erez Gvori,Red
7,0.003729797,0.088271861,0.512225446,0.395772897,1,19-03-18,Erez Gvori,Red
7,0.000835422,0.020885547,0.172932331,0.8053467,1,19-03-18,Green Lotan,Red
7,0.000915751,0.028388278,0.265567766,0.705128205,1,19-03-18,Green Lotan,Red
7,0.002053388,0.041067762,0.404517454,0.552361396,1,19-03-18,Green Lotan,Red
7,0.000957854,0.048132184,0.350095785,0.600814176,1,20-03-18,Green Lotan,Red
7,0.001074114,0.110633727,0.54027927,0.348012889,1,20-03-18,Amikam Saban 102,Red
7,0.000498256,0.029895366,0.304932735,0.664673642,1,20-03-18,Nisim Saban 38,Red
7,0.00094518,0.053560176,0.504095778,0.441398866,1,20-03-18,Erez Gvori,Red
7,0.001868286,0.136851938,0.552078468,0.309201308,1,20-03-18,Green zofar,Red
7,0.001202405,0.035671343,0.362725451,0.600400802,1,20-03-18,Green Lotan,Red
7,0.000758917,0.048570706,0.378446749,0.572223628,1,20-03-18,Green Lotan,Red
7,0.001784121,0.056199822,0.433541481,0.508474576,1,20-03-18,Green zofar,Red
7,0.00070688,0.046418473,0.35202639,0.600848256,1,20-03-18,Nisim Saban 38,Red
7,0.001689189,0.052364865,0.469594595,0.476351351,1,20-03-18,Erez Gvori,Red
7,0.001413095,0.068299576,0.418276024,0.512011305,1,20-03-18,Erez Gvori,Red
7,0.008715596,0.28853211,0.575688073,0.12706422,1,20-03-18,Green zofar,Orange
7,0.001768034,0.056930693,0.32708628,0.614214993,1,21-03-18,Nisim Saban 38,Red
7,0.000953062,0.060757684,0.385275197,0.553014058,1,21-03-18,Green Lotan,Red
7,0.002600405,0.080034672,0.38283733,0.534527593,1,21-03-18,Erez Gvori,Red
7,0.001825373,0.073014907,0.409187709,0.515972011,1,21-03-18,Green Lotan,Red
7,0.003422053,0.129657795,0.528897338,0.338022814,1,21-03-18,Green zofar,Orange
7,0.001449275,0.075,0.464130435,0.45942029,1,21-03-18,Nisim Saban 38,Red
7,0.00138217,0.090532135,0.413959917,0.494125777,1,21-03-18,Green zofar,Red
7,0.001472754,0.065292096,0.385370643,0.547864507,1,21-03-18,Green Lotan,Red
7,0.002862049,0.091585575,0.403548941,0.502003434,1,21-03-18,Erez Gvori,Red
7,0.001920966,0.065038419,0.414379802,0.518660812,1,21-03-18,Green Lotan,Red
7,0.001185302,0.044646385,0.377321217,0.576847096,1,22-03-18,Green Lotan,Red
7,0.001036807,0.054432348,0.457231726,0.487299119,1,22-03-18,Green Lotan,Red
7,0.001116071,0.025111607,0.340401786,0.633370536,1,22-03-18,Green zofar,Red
7,0.000640307,0.043861053,0.368817032,0.586681607,1,22-03-18,Green zofar,Yellow
